,query,passage,score
0,19335.0,1000073.0,0.725551962852478
1,19335.0,1000031.0,0.7152353525161743
2,19335.0,1000141.0,0.7100785970687866
3,19335.0,1000034.0,0.7079216837882996
4,19335.0,1000139.0,0.7033504843711853
5,19335.0,1000118.0,0.6927236318588257
6,19335.0,1000127.0,0.6813957691192627
7,19335.0,1000051.0,0.6792201399803162
8,19335.0,1000016.0,0.673497200012207
9,19335.0,1000064.0,0.6687122583389282
10,19335.0,1000030.0,0.6673262715339661
11,19335.0,527692.0,0.6634024381637573
12,19335.0,1000065.0,0.6600911617279053
13,19335.0,1000136.0,0.6550904512405396
14,19335.0,527697.0,0.654609739780426
15,19335.0,1725.0,0.6402820944786072
16,19335.0,1000151.0,0.6320112943649292
17,19335.0,1000050.0,0.6317396759986877
18,19335.0,1000113.0,0.6272683143615723
19,19335.0,901323.0,0.6240854263305664
20,19335.0,527690.0,0.6235690116882324
21,19335.0,129765.0,0.6225268840789795
22,19335.0,527695.0,0.6208150386810303
23,19335.0,210535.0,0.6193780303001404
24,19335.0,1000140.0,0.6178862452507019
25,19335.0,1000061.0,0.6130876541137695
26,19335.0,342429.0,0.6123751401901245
27,19335.0,1000107.0,0.6110186576843262
28,19335.0,584350.0,0.6105474829673767
29,19335.0,1000096.0,0.6093200445175171
30,19335.0,772234.0,0.6034383177757263
31,19335.0,859341.0,0.601699948310852
32,19335.0,342431.0,0.6008700728416443
33,19335.0,859347.0,0.600791871547699
34,19335.0,1000038.0,0.6005674600601196
35,19335.0,1000012.0,0.599970817565918
36,19335.0,492146.0,0.5994987487792969
37,19335.0,256750.0,0.597807765007019
38,19335.0,691500.0,0.5968488454818726
39,19335.0,93557.0,0.5961240530014038
40,19335.0,1000150.0,0.5947437286376953
41,19335.0,1000089.0,0.5947345495223999
42,19335.0,1000017.0,0.5936044454574585
43,19335.0,1000157.0,0.5929700136184692
44,19335.0,1000013.0,0.5919140577316284
45,19335.0,1731.0,0.591666579246521
46,19335.0,129769.0,0.591575026512146
47,19335.0,1000117.0,0.588693380355835
48,19335.0,1000019.0,0.5875399112701416
49,19335.0,1000105.0,0.5840632319450378
50,19335.0,210536.0,0.5813871622085571
51,19335.0,1000015.0,0.5801811814308167
52,19335.0,1000119.0,0.5788764357566833
53,19335.0,567427.0,0.5787831544876099
54,19335.0,1000115.0,0.5776385068893433
55,19335.0,1000094.0,0.5760595202445984
56,19335.0,1000156.0,0.5757979154586792
57,19335.0,256749.0,0.5744811296463013
58,19335.0,342430.0,0.573598325252533
59,19335.0,691496.0,0.5732075572013855
60,19335.0,1000097.0,0.5721116065979004
61,19335.0,1000047.0,0.5699208378791809
62,19335.0,129762.0,0.5687949061393738
63,19335.0,342427.0,0.5684071779251099
64,19335.0,819168.0,0.5659699440002441
65,19335.0,527689.0,0.5655928254127502
66,19335.0,256751.0,0.5643947124481201
67,19335.0,1000158.0,0.5643895864486694
68,19335.0,1000110.0,0.5617480278015137
69,19335.0,584358.0,0.5605580806732178
70,19335.0,1000074.0,0.5604562759399414
71,19335.0,1000109.0,0.5598992109298706
72,19335.0,354218.0,0.5589371919631958
73,19335.0,1000131.0,0.5588167905807495
74,19335.0,1000076.0,0.5580748915672302
75,19335.0,180194.0,0.556410551071167
76,19335.0,763110.0,0.5556536912918091
77,19335.0,503733.0,0.5552423000335693
78,19335.0,1000041.0,0.5547552704811096
79,19335.0,1726.0,0.5544209480285645
