qid,pid,score
1108939,25753,0.07291666666666667
1108939,210904,0.06696428571428571
1108939,345782,0.06372549019607843
1108939,2841,0.061946902654867256
1108939,445179,0.059574468085106386
1108939,827615,0.05925925925925926
1108939,256738,0.057692307692307696
1108939,2839,0.056856187290969896
1108939,2681048,0.05555555555555555
1108939,756396,0.05389221556886228
1108939,495481,0.05319148936170213
1108939,331604,0.05202312138728324
1108939,784239,0.05161290322580645
1108939,713798,0.05128205128205128
1108939,456997,0.0502283105022831
1108939,456996,0.049689440993788817
1108939,299792,0.04953560371517028
1108939,465407,0.04888888888888889
1108939,339352,0.04878048780487805
1108939,604079,0.04878048780487805
1108939,63291,0.04864864864864865
1108939,981600,0.04838709677419355
1108939,63294,0.04830917874396135
1108939,860386,0.04827586206896552
1108939,68730,0.04807692307692308
1108939,554206,0.04797047970479705
1108939,465106,0.04794520547945205
1108939,308959,0.04716981132075472
1108939,927085,0.047058823529411764
1108939,730537,0.046632124352331605
1108939,677503,0.046511627906976744
1108939,730539,0.04608294930875576
1108939,478402,0.04597701149425287
1108939,533345,0.045871559633027525
1108939,336624,0.045662100456621
1108939,955395,0.045454545454545456
1108939,860388,0.045454545454545456
1108939,786532,0.045454545454545456
1108939,738654,0.045454545454545456
1108939,730684,0.04487179487179487
1108939,649844,0.04433497536945813
1108939,985297,0.04411764705882353
1108939,162988,0.04405286343612335
1108939,139239,0.0440251572327044
1108939,969446,0.043478260869565216
1108939,806586,0.043478260869565216
1108939,166546,0.043478260869565216
1108939,512636,0.043478260869565216
1108939,39763,0.043478260869565216
1108939,941239,0.04296875
1108939,232510,0.04296875
1108939,119359,0.04265402843601896
1108939,888286,0.04242424242424243
1108939,760150,0.0423728813559322
1108939,818662,0.042316258351893093
1108939,404337,0.04225352112676056
1108939,11567,0.04225352112676056
1108939,535782,0.04216867469879518
1108939,219803,0.04184100418410042
1108939,956611,0.041666666666666664
1108939,65747,0.041666666666666664
1108939,405355,0.04149377593360996
1108939,968110,0.04142011834319527
1108939,340959,0.041237113402061855
1108939,688286,0.041176470588235294
1108939,11562,0.04113924050632911
1108939,533390,0.0410958904109589
1108939,832232,0.0410958904109589
1108939,2836,0.0410958904109589
1108939,759445,0.04090909090909091
1108939,934412,0.04090909090909091
1108939,946142,0.04081632653061224
1108939,521949,0.04081632653061224
1108939,75467,0.04060913705583756
1108939,924856,0.04032258064516129
1108939,457000,0.04032258064516129
1108939,159398,0.040100250626566414
1108939,859285,0.04
1108939,627327,0.04
1108939,698108,0.04
1108939,2840,0.04
1108939,727395,0.04
1108939,247811,0.04
