qid,pid,score
19335,1958103,0.743920087814331
19335,4510384,0.7256689667701721
19335,441844,0.7181016206741333
19335,2046505,0.6907442808151245
19335,8199361,0.6851680874824524
19335,8412682,0.6710002422332764
19335,342431,0.6561674475669861
19335,3212083,0.6529785394668579
19335,7367402,0.628959596157074
19335,527692,0.6278499364852905
19335,1958102,0.62740558385849
19335,7267243,0.6268096566200256
19335,527697,0.6216776967048645
19335,3045567,0.6162535548210144
19335,8412683,0.6117242574691772
19335,210535,0.6046294569969177
19335,300888,0.6014960408210754
19335,527690,0.600214421749115
19335,7267248,0.6000402569770813
19335,8412681,0.5992813110351562
19335,7320614,0.5990732312202454
19335,2325143,0.5978901386260986
19335,210536,0.590094268321991
19335,8798988,0.5894479155540466
19335,527695,0.5838462710380554
19335,7763208,0.5786566734313965
19335,3045565,0.5716646313667297
19335,7298839,0.5685147047042847
19335,859341,0.5619508028030396
19335,527698,0.5539061427116394
19335,492146,0.5526978969573975
19335,7122355,0.550959050655365
19335,567427,0.5497434735298157
19335,7367407,0.5487987399101257
19335,342429,0.5474089980125427
19335,8677296,0.5442644357681274
19335,1825418,0.5440847277641296
19335,6452949,0.5421177744865417
19335,584350,0.5411738157272339
19335,1720388,0.5388880372047424
19335,3637071,0.5364094376564026
19335,6306222,0.5351707339286804
19335,1720389,0.5349685549736023
19335,6306220,0.5341576933860779
19335,8635981,0.5297684073448181
19335,503739,0.5286267399787903
19335,354224,0.5281991362571716
19335,503735,0.5266020894050598
19335,7007720,0.5246615409851074
19335,772234,0.5241406559944153
19335,1731,0.5239056944847107
19335,691496,0.5231232643127441
19335,3559596,0.5209364295005798
19335,5870000,0.5206174254417419
19335,129769,0.5197873115539551
19335,129765,0.5185189843177795
19335,6582809,0.5183793306350708
19335,1725,0.5182795524597168
19335,2304004,0.517820417881012
19335,1720387,0.5158888697624207
19335,342427,0.5148765444755554
19335,3445057,0.5144002437591553
19335,129762,0.5140158534049988
19335,211275,0.5139247179031372
19335,808453,0.5090082287788391
19335,691500,0.5081833004951477
19335,1720395,0.5079914331436157
19335,129764,0.5069572329521179
19335,1958100,0.5068413019180298
19335,2874503,0.5034858584403992
19335,256750,0.5033560991287231
19335,2382766,0.5026629567146301
19335,2304005,0.502617597579956
19335,527689,0.500939130783081
19335,584358,0.4982949793338775
19335,712806,0.4976001381874084
19335,4480942,0.4932305216789245
19335,763108,0.4923965334892273
19335,7460276,0.4921028614044189
19335,7298833,0.4916911721229553
19335,3175484,0.4904733896255493
19335,440370,0.4904094636440277
19335,133933,0.4900504052639007
19335,527694,0.4897422790527344
19335,8798990,0.4897414147853851
19335,492153,0.4894459247589111
19335,859347,0.4893461167812347
19335,1231806,0.4892519116401672
19335,723850,0.48846235871315
19335,152032,0.4867625534534454
19335,7961908,0.4865624904632568
19335,2186129,0.4864367544651031
19335,404678,0.4863757789134979
19335,901323,0.4858453571796417
19335,284841,0.4839183986186981
19335,940204,0.4836140871047973
19335,8677293,0.4834806621074676
19335,763110,0.483354389667511
19335,503733,0.4808202385902405
19335,3539483,0.479625403881073
19335,566450,0.4793907701969147
19335,1730,0.479317843914032
19335,256749,0.4783195555210113
19335,530421,0.477759838104248
19335,492154,0.4775775074958801
19335,763113,0.4771154820919037
19335,577193,0.4770949780941009
19335,502916,0.4762165546417236
19335,210538,0.4745077192783355
19335,354218,0.4743571579456329
19335,359174,0.4741120338439941
19335,6894788,0.4735331535339355
19335,210537,0.471776008605957
19335,3489287,0.4714172780513763
19335,516240,0.4713050425052643
19335,354223,0.4709704518318176
19335,712805,0.4685133695602417
19335,763117,0.4681386053562164
19335,492148,0.4676206707954407
19335,8754859,0.466154545545578
19335,39115,0.4657070338726043
19335,712810,0.465278685092926
19335,826334,0.4649533033370971
19335,7198042,0.464513897895813
19335,579361,0.464507520198822
19335,698649,0.4644456505775451
19335,253398,0.4644235074520111
19335,7198044,0.4635215103626251
19335,736388,0.4634826183319092
19335,6999135,0.4621524810791015
19335,3175481,0.461436003446579
19335,141514,0.4611375629901886
19335,2978577,0.4608498811721802
19335,711785,0.4605064690113067
19335,1726,0.4603729248046875
19335,979273,0.46031653881073
19335,723848,0.4595580697059631
19335,698652,0.4590694904327392
19335,527696,0.4586715400218963
19335,161606,0.4585841596126556
19335,819168,0.4583480656147003
19335,559173,0.4580284059047699
19335,800453,0.4565916955471039
19335,2071723,0.4546499848365783
19335,999752,0.4542408287525177
19335,93557,0.4538950324058532
19335,161602,0.4538201689720154
19335,312769,0.4531996548175812
19335,736390,0.4529545903205871
19335,8040069,0.452913761138916
19335,635867,0.4528142809867859
19335,698653,0.4524396657943725
19335,392318,0.4520902633666992
19335,8734158,0.4518011212348938
19335,867597,0.4513081312179565
19335,87979,0.4504402577877044
19335,6773977,0.4503071010112762
19335,129768,0.4496932923793793
19335,808549,0.449043869972229
19335,717952,0.4487509727478027
19335,5078863,0.447680801153183
19335,354225,0.4466917514801025
19335,129766,0.4454332888126373
19335,429852,0.4448984265327453
19335,129767,0.4444534182548523
19335,357599,0.4437090456485748
19335,354219,0.4433129727840423
19335,340098,0.4428544342517853
19335,6210055,0.4423390030860901
19335,503737,0.441838800907135
19335,800449,0.4410070478916168
19335,723849,0.4407691657543182
19335,435069,0.439064085483551
19335,342430,0.4388912916183471
19335,8734162,0.4388736188411712
19335,640746,0.4388085305690765
19335,901320,0.4380515217781067
19335,5652228,0.4379786849021911
19335,810696,0.4367997050285339
19335,5454280,0.4362851977348327
19335,769624,0.4360736906528473
19335,3260688,0.4360160529613495
19335,4540809,0.4359459280967712
19335,698651,0.4357917606830597
19335,129771,0.4353328943252563
19335,165465,0.4352052807807922
19335,943196,0.4346230924129486
19335,134574,0.4343437552452087
19335,943200,0.4340795874595642
19335,7727457,0.4339080452919006
19335,8412685,0.4338923096656799
19335,429849,0.4329696297645569
19335,712802,0.432709127664566
19335,256747,0.4322547912597656
19335,691495,0.4319972395896911
19335,161608,0.4318410158157348
19335,211269,0.4304550290107727
19335,858586,0.4303025603294372
19335,4692187,0.4300659298896789
19335,527691,0.4294017851352691
19335,69346,0.4291833341121673
