qid,pid,score
1108939,734211,0.5940173864364624
1108939,690462,0.5818033218383789
1108939,807066,0.5791235566139221
1108939,647994,0.5739824771881104
1108939,8032048,0.5737492442131042
1108939,396275,0.5697752833366394
1108939,556552,0.5676154494285583
1108939,580068,0.5626360774040222
1108939,383025,0.5581004023551941
1108939,577092,0.5569801926612854
1108939,394924,0.5543888211250305
1108939,520728,0.5519630908966064
1108939,375010,0.5465828776359558
1108939,137515,0.5435156226158142
1108939,405089,0.5392258167266846
1108939,349869,0.5355038642883301
1108939,157469,0.5334864258766174
1108939,731841,0.5305679440498352
1108939,229591,0.5282593965530396
1108939,642842,0.5266183614730835
1108939,690460,0.5248751640319824
1108939,698106,0.5244373083114624
1108939,876198,0.52161705493927
1108939,698780,0.5214468836784363
1108939,202629,0.520940899848938
1108939,698109,0.5209319591522217
1108939,339599,0.5205109119415283
1108939,344500,0.5192652344703674
1108939,394923,0.5181483626365662
1108939,934925,0.5167762637138367
1108939,595423,0.5167699456214905
1108939,517334,0.5154975652694702
1108939,350458,0.5147396326065063
1108939,850124,0.5146097540855408
1108939,577086,0.5136314630508423
1108939,132464,0.5135449171066284
1108939,759703,0.5114542841911316
1108939,269906,0.5099576115608215
1108939,276012,0.5087056159973145
1108939,394915,0.5075991153717041
1108939,489718,0.5057149529457092
1108939,388171,0.5051878094673157
1108939,448524,0.5051293969154358
1108939,313276,0.5048759579658508
1108939,765387,0.5037452578544617
1108939,827949,0.5032965540885925
1108939,824123,0.5021058917045593
1108939,703275,0.5010924935340881
1108939,698783,0.4981786906719208
1108939,585358,0.4973074793815613
1108939,684322,0.4967113137245178
1108939,196470,0.49659785628318787
1108939,768553,0.4954119324684143
1108939,545422,0.4931720793247223
1108939,783199,0.49239712953567505
1108939,489716,0.49160587787628174
1108939,460760,0.4904389977455139
1108939,545424,0.4888909161090851
1108939,90281,0.48882079124450684
1108939,684321,0.48817795515060425
1108939,448525,0.4874655306339264
1108939,699919,0.4861626625061035
1108939,149061,0.48555856943130493
1108939,810234,0.48481979966163635
1108939,506758,0.48382747173309326
1108939,860748,0.4830809235572815
1108939,671558,0.4829099178314209
1108939,905197,0.48240384459495544
1108939,229595,0.4819386303424835
1108939,388173,0.481904000043869
1108939,890960,0.48187506198883057
1108939,965288,0.4818538427352905
1108939,496429,0.48096874356269836
1108939,424023,0.48007625341415405
1108939,545427,0.47647061944007874
1108939,63296,0.4756496548652649
1108939,948410,0.47243034839630127
1108939,209487,0.4714837074279785
1108939,313281,0.4713408946990967
1108939,356366,0.4712994694709778
1108939,921779,0.469950795173645
1108939,743421,0.4685904383659363
1108939,921778,0.46818438172340393
1108939,884465,0.46792298555374146
1108939,305581,0.4678196310997009
1108939,832232,0.4675978124141693
1108939,63297,0.46741241216659546
1108939,388172,0.46659055352211
1108939,113371,0.46586063504219055
1108939,596968,0.465823233127594
1108939,274521,0.46581122279167175
1108939,265136,0.4657652974128723
1108939,832226,0.4651826322078705
1108939,394917,0.4642978608608246
1108939,405093,0.4640870690345764
1108939,489719,0.46385639905929565
1108939,630759,0.4636143445968628
1108939,690461,0.4620119631290436
1108939,221505,0.46111974120140076
1108939,651919,0.4604142904281616
1112389,4076,0.749541699886322
1112389,4070,0.6666500568389893
1112389,4071,0.6532771587371826
1112389,4073,0.6457049250602722
1112389,289252,0.640649676322937
1112389,4068,0.6297460198402405
1112389,877346,0.6115935444831848
1112389,952746,0.6082072257995605
1112389,241201,0.6030688285827637
1112389,4072,0.5948128700256348
1112389,979699,0.5935162901878357
1112389,185531,0.5907518267631531
1112389,185537,0.5902534127235413
1112389,173582,0.5763131976127625
1112389,223942,0.5731920003890991
1112389,952750,0.5721566081047058
1112389,950470,0.5706000924110413
1112389,197930,0.5660274624824524
1112389,684772,0.5628098249435425
1112389,4075,0.5588324666023254
1112389,197935,0.5572509169578552
1112389,197929,0.5571308732032776
1112389,173591,0.5554712414741516
1112389,247771,0.5476754307746887
1112389,849252,0.5475257635116577
1112389,185540,0.5454345941543579
1112389,392039,0.5409979224205017
1112389,395522,0.5409342050552368
1112389,185533,0.5384109616279602
1112389,679958,0.5349292755126953
1112389,173711,0.5328434109687805
1112389,841263,0.5302715301513672
1112389,199864,0.5300897359848022
1112389,197934,0.5276919603347778
1112389,190722,0.5270264744758606
1112389,60546,0.5269547700881958
1112389,395524,0.526289701461792
1112389,969974,0.5259795188903809
1112389,89324,0.5255144834518433
1112389,950472,0.5250762701034546
1112389,208235,0.5190916061401367
1112389,590537,0.5183766484260559
1112389,185535,0.5182162523269653
1112389,378704,0.5179912447929382
1112389,208237,0.5173522233963013
1112389,160261,0.5171153545379639
1112389,241194,0.5161740183830261
1112389,679962,0.5154990553855896
1112389,684763,0.5151380300521851
1112389,173703,0.5136866569519043
1112389,483404,0.5114330649375916
1112389,969975,0.5105343461036682
1112389,396063,0.5095657110214233
1112389,679961,0.5090249180793762
1112389,969980,0.5082447528839111
1112389,304316,0.508020281791687
1112389,205704,0.506526529788971
1112389,863478,0.505743145942688
1112389,656823,0.5045348405838013
1112389,519171,0.5044867396354675
1112389,735946,0.5035637021064758
1112389,979703,0.503143310546875
1112389,684765,0.5029639601707458
1112389,810610,0.501395583152771
1112389,258425,0.5011412501335144
1112389,185906,0.5006359815597534
1112389,349213,0.5005764961242676
1112389,234840,0.5001774430274963
1112389,258421,0.49892109632492065
1112389,204651,0.49869897961616516
1112389,514103,0.4983750283718109
1112389,349207,0.4981037676334381
1112389,524917,0.4964468777179718
1112389,952751,0.49598443508148193
1112389,449384,0.4958631694316864
1112389,205310,0.495472252368927
1112389,974227,0.49387186765670776
1112389,2119,0.4934983253479004
1112389,449382,0.493411660194397
1112389,735955,0.49209660291671753
1112389,414068,0.491900771856308
1112389,969982,0.4917159080505371
1112389,208236,0.491423636674881
1112389,902455,0.4913460612297058
1112389,684766,0.4901924133300781
1112389,241200,0.49009332060813904
1112389,197933,0.48982104659080505
1112389,199870,0.4888405203819275
1112389,15382,0.4881191551685333
1112389,185536,0.4875635504722595
1112389,611396,0.4872289299964905
1112389,989855,0.48545244336128235
1112389,284420,0.4854108393192291
1112389,4069,0.4836030900478363
1112389,656820,0.4828406274318695
1112389,393802,0.482758104801178
1112389,232488,0.4825771450996399
1112389,603017,0.4822697639465332
1112389,867746,0.4821822941303253
1112389,260723,0.4815307855606079
792752,656891,0.5338113903999329
792752,664387,0.5312044024467468
792752,664392,0.5148283243179321
792752,86734,0.49309858679771423
792752,149403,0.4922668933868408
792752,186264,0.48958510160446167
792752,186263,0.48779797554016113
792752,492688,0.4733721613883972
792752,657161,0.47065064311027527
792752,13321,0.4697551131248474
792752,890132,0.4687017500400543
792752,976325,0.46534430980682373
792752,338219,0.46052515506744385
