qid,pid,score
11096,311067,0.7277883299432628
11096,116488,0.6939090533523351
11096,116482,0.6911162831613917
11096,395126,0.6897213967819382
11096,311066,0.6751119417171672
11096,360666,0.6709615393430315
11096,53391,0.6703777843444316
11096,269093,0.6658415079305933
11096,116485,0.6651804006318403
11096,599040,0.6635848541875843
11096,418053,0.6552089649945684
11096,298512,0.6507798904793978
11096,269097,0.6492068996322188
11096,418055,0.6483498895418088
11096,116484,0.6483498779155623
11096,653611,0.6439744415649415
11096,762290,0.64230920130551
11096,648617,0.6385261818111357
11096,640237,0.6374062573679304
11096,360673,0.6369562532377896
11096,860827,0.6365514285607465
11096,653605,0.6341089332568665
11096,867255,0.6321221742553768
11096,905752,0.6298389379111075
11096,756787,0.6297850028644895
11096,116481,0.6285986779685565
11096,653603,0.6284809939303695
11096,699091,0.6280644389668116
11096,269095,0.6268163323614964
11096,653609,0.6263751870158375
11096,735208,0.6261258647331353
11096,902155,0.6260594327725919
11096,264612,0.6239286259857838
11096,735211,0.6230053981765449
11096,842102,0.6212584164741296
11096,360671,0.6195152334646525
11096,902158,0.6192997010707915
11096,327146,0.618871700936143
11096,754589,0.6183753933345775
11096,327148,0.6161063917830286
11096,762294,0.6153155952924474
11096,792745,0.6129651367580636
11096,754593,0.6121699030173663
11096,91780,0.6116769102391781
11096,56202,0.6113668860148507
11096,289739,0.6111727120975561
11096,889384,0.609926632500864
11096,360667,0.6085478277168795
11096,670969,0.6075552572068699
11096,826667,0.606160107291078
11096,110013,0.6053544749078553
11096,154433,0.6052767989696041
11096,257225,0.6050467505788022
11096,699095,0.6048834143579968
11096,969,0.604455725553173
11096,121116,0.6041952112289978
11096,451445,0.603848798254369
11096,699090,0.6032659534951703
11096,39227,0.6019260655528111
11096,609418,0.6015934183134181
11096,227699,0.6015774810939593
11096,860494,0.6014638582413024
11096,360670,0.5998793950328684
11096,344055,0.5996505622583388
11096,432468,0.5987542168922018
11096,37785,0.5986682280637939
11096,648618,0.5983769581348971
11096,410941,0.5982231212624823
11096,277564,0.5982209782709396
11096,764358,0.5980155714324019
11096,418060,0.5977428903850792
11096,163548,0.597608523938951
11096,785372,0.5975110706869973
11096,754591,0.5971449670525568
11096,893753,0.5967925670377958
11096,721659,0.5964089554306097
11096,908449,0.5962345416224804
11096,928430,0.5961931331173065
11096,410939,0.5959059042810216
11096,660906,0.5953882691844524
11096,902822,0.5952307794669551
11096,628096,0.5945982769321411
11096,463516,0.5941826455691928
11096,475644,0.593336515477392
11096,905756,0.5932671634426064
11096,399982,0.5918081298033502
11096,498588,0.5918058309553764
11096,653602,0.5917573556465413
11096,653607,0.5916403520108403
11096,131962,0.5915832988075513
11096,754588,0.5915427455134092
11096,648597,0.5913601816492048
11096,931297,0.5906615804660568
11096,908448,0.5905330773009468
11096,902820,0.5901911986366827
11096,360669,0.5899289871593679
11096,138572,0.5894659240964023
11096,116480,0.5893812204450865
11096,852455,0.589091705516003
11096,216022,0.5889181263265936
19335,555449,0.7067112458892859
19335,584350,0.6964492142613887
19335,1000139,0.6878777618829204
19335,142051,0.6877393780784119
19335,1000115,0.6870499510734821
19335,1000097,0.6864603770546901
19335,1000136,0.6849078572983209
19335,1000086,0.6846625854791365
19335,140402,0.6750441235394244
19335,323587,0.6714503533632974
19335,1730,0.6651035945809519
19335,712805,0.662073334765154
19335,342431,0.6603243908963161
19335,554950,0.6588634648855252
19335,1000037,0.6575720670980881
19335,784014,0.6575636374923546
19335,691493,0.6568743553122773
19335,265843,0.655148070072976
19335,129764,0.6547119320737029
19335,511514,0.6542773007644181
19335,87876,0.6532562380397567
19335,211616,0.6532406819893773
19335,8971,0.6501830438759691
19335,512652,0.6499677098316942
19335,684437,0.6489265561061989
19335,426354,0.6485873889756942
19335,478347,0.6484351127078641
19335,712806,0.6477618487779384
19335,1000026,0.6476035206252746
19335,210220,0.6473846810292903
19335,519502,0.6468214660909662
19335,512653,0.646365911046535
19335,231179,0.6460492967167596
19335,859753,0.6456858300642201
19335,29850,0.6444497965677091
19335,1000002,0.6443253671955642
19335,1000003,0.6435847589050946
19335,1000123,0.6432866563550781
19335,178633,0.6430217435186981
19335,129766,0.6418394703234824
19335,763112,0.6413989137312341
19335,741973,0.6409156497121224
19335,1000053,0.6402689757173635
19335,342427,0.6396995139950982
19335,684433,0.6395114212241395
19335,32237,0.6394352693990879
19335,729803,0.6394227026857707
19335,480931,0.6392820123767035
19335,478349,0.639238966206941
19335,190364,0.6387183319241724
19335,302437,0.6381447134977593
19335,935821,0.6379479519682434
19335,505784,0.6374484481725121
19335,1000112,0.637057557207827
19335,227865,0.6364793595276951
19335,366159,0.63634248476216
19335,429128,0.6361407858998213
19335,144880,0.6358281535170255
19335,943201,0.6342856035120229
19335,237884,0.6340094235179451
19335,698648,0.6339692114186976
19335,874237,0.6338892863156194
19335,772225,0.6338801568100085
19335,324176,0.6338036280623025
19335,767522,0.6333338074304352
19335,979273,0.6328264993783433
19335,986703,0.632434545739278
19335,261794,0.6322233619214442
19335,1000158,0.6311735659758931
19335,387252,0.630640891599586
19335,1004080,0.6305008527061093
19335,491458,0.6303641619439673
19335,436824,0.6301880686986964
19335,719070,0.6301061976079051
19335,643172,0.6298791155593548
19335,294281,0.6298573955313747
19335,21601,0.6281912967995051
19335,415607,0.6279176993563038
19335,8972,0.6276211381413095
19335,364968,0.6275002290867617
19335,392315,0.6274280349078594
19335,901323,0.6271814939808183
19335,787743,0.6265750190935983
19335,865506,0.6260996854245843
19335,1000147,0.6259712401942772
19335,125112,0.625552939817199
19335,108904,0.6253887343535285
19335,78586,0.6253138480242286
19335,1000060,0.6252927560986276
19335,888522,0.6250772301049534
19335,92472,0.6250585585085372
19335,1000142,0.6249259738435958
19335,988584,0.6249083014666859
19335,687294,0.6247987206997921
19335,463306,0.6246684445437866
19335,668086,0.6246248858151313
19335,767523,0.6246064274012061
19335,925395,0.6242671412080427
19335,620127,0.6233106101463469
19335,36945,0.6229568778355525
20455,569914,0.7792671392028623
20455,804811,0.7761678003700909
20455,804813,0.7751914828262665
20455,804818,0.7721988974771862
20455,740214,0.7715571580518181
20455,804816,0.7700981103453862
20455,29425,0.7249053499131803
20455,909991,0.7233854708744465
20455,613649,0.7046244092008638
20455,944837,0.7041011950111321
20455,462010,0.7034695121781228
20455,462013,0.702313339786278
20455,575810,0.698196002353327
20455,672170,0.6979975655906832
20455,571864,0.6977247702969945
20455,576494,0.6970687350680878
20455,917875,0.6869444810371682
20455,792683,0.6857420717805386
20455,68475,0.6855473204934366
20455,792679,0.684905348637134
20455,944839,0.6841657528829911
20455,944835,0.6820334080504322
20455,909987,0.6788725567916538
20455,6608,0.6777901190177278
20455,605350,0.6763911396963169
20455,936838,0.6737132513185754
20455,433940,0.6720426919021197
20455,909989,0.6707377767372241
20455,533116,0.6673386887792364
20455,39098,0.6672284904722641
20455,854801,0.664378621781116
20455,474085,0.663572540754378
20455,783572,0.6606205147625323
20455,758799,0.6569052578637329
20455,652383,0.6565167541858737
20455,36947,0.6533931531169105
20455,447138,0.6526302869097224
20455,652380,0.6513693609823951
20455,373384,0.6505728586793055
20455,470419,0.6472951500450291
20455,944836,0.645716207420629
20455,538408,0.6405138723698584
20455,566172,0.6402175143944364
20455,41877,0.6400930807880498
20455,392972,0.639039577069894
20455,174180,0.6388597711628057
20455,917686,0.6383135285712956
20455,608111,0.636591539883845
20455,662879,0.6365828232769626
20455,970390,0.6364262174768324
20455,958606,0.6363524669108228
20455,358603,0.6360629739037807
20455,685523,0.6329871623222847
20455,389554,0.6329065590109366
20455,760533,0.6329057340108837
20455,909988,0.6320455745074833
20455,135600,0.6319018182898573
20455,54810,0.6313495635371443
20455,731591,0.6289662663323449
20455,819225,0.6282731014458997
20455,112682,0.6274895551087253
20455,549802,0.6259502013186861
20455,41876,0.6257075897076128
20455,748943,0.6248681974260978
20455,869912,0.6245370065832391
20455,5211,0.6236215678291037
20455,805589,0.6236056781469204
20455,456137,0.6235118694871234
20455,468511,0.6228588074319421
20455,922966,0.6224664933064744
20455,944840,0.6219806588475865
20455,625160,0.6217813419648183
20455,263476,0.6208463468919028
20455,862699,0.6206217024841698
20455,679774,0.6204694687817972
20455,876426,0.6194922958973743
20455,150843,0.6191008595671763
20455,547427,0.6190227418694972
20455,79219,0.6187282940701377
20455,740219,0.6183005624450834
20455,886393,0.618021561415825
