qid,pid,score
1108939,698106,0.6367302536964417
1108939,640910,0.6070404052734375
1108939,508683,0.5957722663879395
1108939,147960,0.5494029521942139
1108939,761467,0.5492910146713257
1108939,339599,0.5480445027351379
1108939,698108,0.5413112044334412
1108939,242052,0.5278012156486511
1108939,981604,0.5274845957756042
1108939,876198,0.5246558785438538
1108939,489720,0.5239543318748474
1108939,540904,0.5232866406440735
1108939,796568,0.5214218497276306
1108939,536482,0.5179407596588135
1108939,420088,0.5145270228385925
1108939,509795,0.5094751715660095
1108939,550805,0.5091566443443298
1108939,540895,0.5057184100151062
1108939,563944,0.5051644444465637
1108939,173284,0.5049553513526917
1108939,981606,0.5024791359901428
1108939,460647,0.49945133924484253
1108939,841371,0.49564677476882935
1108939,934925,0.49533945322036743
1108939,817727,0.4948553442955017
1108939,269906,0.49449917674064636
1108939,291107,0.4929606020450592
1108939,575864,0.4895657002925873
1108939,363740,0.48877352476119995
1108939,874438,0.4885897934436798
1108939,587205,0.4869159162044525
1108939,981603,0.4864519238471985
1108939,399665,0.48596006631851196
1108939,110563,0.4832771122455597
1108939,395061,0.48166200518608093
1108939,387174,0.4804803133010864
1108939,756199,0.4789760410785675
1108939,383025,0.47738417983055115
1108939,460645,0.47577762603759766
1108939,283779,0.4757055640220642
1108939,738647,0.4733786880970001
1108939,832226,0.4706788659095764
1108939,945244,0.4700204133987427
1108939,698449,0.46853500604629517
1108939,110566,0.46822822093963623
1108939,967203,0.46744754910469055
1108939,467481,0.4657403528690338
1108939,796569,0.46551045775413513
1108939,252048,0.46528953313827515
1108939,136281,0.46413755416870117
1108939,414225,0.46400392055511475
1108939,345629,0.4635496139526367
1108939,831164,0.46290895342826843
1108939,832232,0.46170350909233093
1108939,242054,0.4613059163093567
1108939,611949,0.45849475264549255
1108939,269613,0.45800894498825073
1108939,195136,0.4563198983669281
1108939,170035,0.4560680389404297
1108939,277462,0.45594754815101624
1108939,110569,0.4529978036880493
1108939,125077,0.44692471623420715
1108939,538956,0.44632571935653687
1108939,766260,0.4452279806137085
1108939,114444,0.4447164833545685
1108939,798222,0.44441598653793335
1108939,679554,0.44416990876197815
1108939,545815,0.44382694363594055
1108939,298759,0.44342464208602905
1108939,564528,0.4430667757987976
1108939,485283,0.44230204820632935
1108939,644925,0.4421559274196625
1108939,592756,0.44205689430236816
1108939,157989,0.44039538502693176
1108939,206074,0.4402328431606293
1108939,402656,0.44011592864990234
1108939,405089,0.43916603922843933
1108939,19997,0.43903934955596924
1108939,860748,0.4389743506908417
1108939,981601,0.43878886103630066
1108939,533087,0.4385726749897003
1108939,476886,0.43761882185935974
1108939,815434,0.43714213371276855
1108939,251759,0.4370078444480896
1108939,119930,0.4360503852367401
1108939,169463,0.43558233976364136
1108939,110564,0.43475204706192017
1108939,384542,0.43455442786216736
1108939,101122,0.43438392877578735
1108939,763333,0.4334990680217743
1108939,211958,0.4334371089935303
1108939,114292,0.4330650269985199
1108939,627779,0.43284621834754944
1108939,131831,0.4321775734424591
1108939,242051,0.43114781379699707
1108939,556650,0.43072178959846497
1108939,75664,0.43069928884506226
1108939,531141,0.43012741208076477
1108939,399344,0.4298818111419678
1108939,702602,0.42960813641548157
1112389,33956,0.7629145383834839
1112389,4076,0.751086950302124
1112389,4071,0.6977090239524841
1112389,255001,0.6206033825874329
1112389,902455,0.6169201135635376
1112389,289252,0.6147700548171997
1112389,176219,0.6118624210357666
1112389,4068,0.6111515164375305
1112389,684765,0.5944839715957642
1112389,173582,0.586683988571167
1112389,640343,0.5707435607910156
1112389,684770,0.5702049136161804
1112389,4075,0.5685915350914001
1112389,141334,0.566091775894165
1112389,640348,0.5582612156867981
1112389,254995,0.5551670789718628
1112389,4070,0.5511845350265503
1112389,392039,0.5483075380325317
1112389,814742,0.5477417707443237
1112389,304316,0.5362394452095032
1112389,684772,0.5359064340591431
1112389,141332,0.5284423828125
1112389,634910,0.527987003326416
1112389,185537,0.5276911854743958
1112389,684766,0.5274125933647156
1112389,185540,0.526340901851654
1112389,909252,0.5263183116912842
1112389,903288,0.5243889689445496
1112389,223942,0.5242429375648499
1112389,185535,0.523110032081604
1112389,877346,0.518040657043457
1112389,173591,0.517852783203125
1112389,841271,0.5177788138389587
1112389,141328,0.5168970227241516
1112389,724945,0.5126731395721436
1112389,491110,0.511985182762146
1112389,634911,0.5105271339416504
1112389,968414,0.5077078342437744
1112389,543186,0.5065762400627136
1112389,640342,0.5064771175384521
1112389,141329,0.5053865313529968
1112389,185533,0.5053741931915283
1112389,952748,0.5049917697906494
1112389,841263,0.5043392181396484
1112389,979703,0.503454864025116
1112389,212709,0.5018501281738281
1112389,56307,0.5006390810012817
1112389,640341,0.49900728464126587
1112389,212716,0.4966941177845001
1112389,304317,0.4964628219604492
1112389,968416,0.4963594675064087
1112389,204137,0.4957042336463928
1112389,200493,0.4945405125617981
1112389,141326,0.4928261339664459
1112389,197935,0.49221688508987427
1112389,184162,0.488561749458313
1112389,751356,0.4885011911392212
1112389,751359,0.4884587824344635
1112389,200490,0.4864053428173065
1112389,841267,0.484647274017334
1112389,199871,0.4832180142402649
1112389,34933,0.4829946458339691
1112389,607352,0.4823951721191406
1112389,18668,0.4822993874549866
1112389,180816,0.4816749393939972
1112389,979699,0.4816524088382721
1112389,396062,0.4810597598552704
1112389,304318,0.4802805185317993
1112389,988057,0.4777788817882538
1112389,223496,0.47745850682258606
1112389,190005,0.4770907759666443
1112389,392041,0.47644948959350586
1112389,684763,0.4756925106048584
1112389,204651,0.47515869140625
1112389,253730,0.4750092029571533
1112389,634914,0.47371527552604675
1112389,724946,0.4720555245876312
1112389,841272,0.47127044200897217
1112389,952745,0.47038534283638
1112389,185538,0.47021570801734924
1112389,806310,0.46915191411972046
1112389,497809,0.4689491093158722
1112389,384499,0.46866855025291443
1112389,304314,0.4686649441719055
1112389,968412,0.4678797125816345
1112389,384507,0.46766406297683716
1112389,856308,0.46752434968948364
1112389,409819,0.4661921262741089
1112389,409813,0.4659847915172577
1112389,531261,0.46382778882980347
1112389,739154,0.46371278166770935
1112389,37682,0.46313124895095825
1112389,199870,0.46217265725135803
1112389,190722,0.46194449067115784
1112389,392035,0.4618004262447357
1112389,724949,0.45886680483818054
1112389,528663,0.45705196261405945
1112389,347870,0.45630010962486267
1112389,204654,0.45563212037086487
1112389,427316,0.4556202292442322
792752,581545,0.6481357216835022
792752,974375,0.6447914242744446
792752,581549,0.6376533508300781
792752,664388,0.5851380228996277
792752,974372,0.5812948346138
792752,664390,0.5662345290184021
792752,657161,0.557079553604126
792752,974376,0.5511338710784912
792752,382838,0.5109171867370605
792752,455862,0.495702862739563
792752,806276,0.49037250876426697
792752,376256,0.4845622479915619
792752,664392,0.48357275128364563
792752,599654,0.48274266719818115
792752,376257,0.47868114709854126
792752,664387,0.47516390681266785
792752,157201,0.4719657003879547
792752,840040,0.4696387052536011
792752,298613,0.4682316184043884
792752,193120,0.4653194546699524
792752,702499,0.46458354592323303
792752,335519,0.4629594683647156
792752,220924,0.4575382173061371
792752,678234,0.4504578113555908
792752,193119,0.4484468996524811
792752,707779,0.44638946652412415
792752,186263,0.445966899394989
792752,480866,0.44540220499038696
792752,492688,0.4414493143558502
792752,538219,0.44026291370391846
792752,938927,0.4377312958240509
792752,661279,0.4364798069000244
792752,148937,0.43615463376045227
792752,320960,0.4332839548587799
792752,648166,0.43060973286628723
792752,268876,0.42952513694763184
792752,974373,0.42917269468307495
792752,529926,0.42598119378089905
792752,13315,0.42406922578811646
792752,648173,0.42042556405067444
792752,318343,0.4202732443809509
792752,138121,0.4198804497718811
792752,552143,0.41929805278778076
792752,840037,0.4171678125858307
792752,205785,0.41164493560791016
792752,193124,0.4115620255470276
792752,186265,0.40973514318466187
792752,937542,0.40920543670654297
792752,480863,0.40898045897483826
792752,13322,0.40869957208633423
792752,223149,0.4079352915287018
792752,678228,0.40730318427085876
792752,298617,0.40658220648765564
792752,885749,0.40628448128700256
792752,190455,0.4054131507873535
792752,370288,0.40482479333877563
792752,190458,0.40193063020706177
792752,79842,0.3995552659034729
792752,759957,0.39939990639686584
792752,148938,0.39734992384910583
792752,562275,0.39508554339408875
792752,232423,0.39504268765449524
792752,190456,0.394682377576828
792752,183854,0.39448240399360657
792752,315724,0.3943870961666107
792752,798297,0.3941819667816162
792752,607887,0.39405521750450134
792752,382837,0.39363011717796326
792752,849624,0.39267274737358093
792752,465339,0.39267176389694214
792752,298614,0.391360342502594
792752,995375,0.390542209148407
792752,376263,0.3902141749858856
792752,815749,0.38946467638015747
792752,641514,0.389413982629776
792752,200326,0.3893415033817291
792752,943024,0.3890114724636078
792752,595949,0.3881843090057373
792752,462666,0.3872942626476288
792752,764072,0.38682302832603455
792752,200319,0.38668739795684814
792752,761879,0.3859065771102905
792752,370292,0.3857397437095642
792752,370286,0.38573959469795227
792752,13321,0.3849087953567505
792752,657160,0.38474300503730774
792752,298615,0.3836158514022827
792752,457937,0.38313931226730347
792752,966296,0.38289007544517517
792752,298616,0.3827689290046692
792752,33874,0.38256925344467163
792752,335515,0.3820764422416687
792752,849628,0.3818247318267822
792752,744868,0.3818168640136719
792752,442784,0.38175299763679504
792752,554473,0.3814711272716522
792752,774361,0.38146114349365234
792752,885744,0.38132598996162415
792752,190450,0.38099461793899536
792752,716818,0.3805959224700928
1119729,945780,0.8076187968254089
1119729,623144,0.7821838855743408
1119729,330786,0.7578464150428772
1119729,982581,0.7441092729568481
1119729,330794,0.7389923930168152
1119729,528943,0.7350207567214966
1119729,821892,0.7104464769363403
1119729,821897,0.705105185508728
1119729,982580,0.7045719623565674
1119729,858186,0.7004639506340027
1119729,330792,0.6962623000144958
1119729,982588,0.6957961916923523
1119729,385217,0.6898371577262878
1119729,858185,0.6892311573028564
1119729,980712,0.6859612464904785
1119729,385218,0.6807988882064819
1119729,858179,0.6757851839065552
1119729,555544,0.6714152097702026
1119729,555547,0.6684410572052002
1119729,330793,0.6665061712265015
1119729,821890,0.665166974067688
1119729,385216,0.6647250056266785
1119729,608311,0.6556877493858337
1119729,602936,0.6490411758422852
1119729,528946,0.6475168466567993
1119729,319986,0.6436632871627808
1119729,578438,0.6432919502258301
1119729,982579,0.6426599025726318
1119729,218369,0.6417179703712463
1119729,623146,0.6417161822319031
1119729,945782,0.6368278861045837
1119729,382386,0.636139988899231
1119729,578439,0.6328393816947937
1119729,417080,0.631378710269928
1119729,909,0.6298982501029968
1119729,858181,0.6251794099807739
1119729,608310,0.6130231022834778
1119729,625905,0.6124643683433533
1119729,385219,0.6121823787689209
1119729,917394,0.6102373003959656
1119729,702533,0.6099160313606262
1119729,555546,0.6095304489135742
1119729,950837,0.6091441512107849
1119729,555545,0.6065312623977661
1119729,858188,0.6056851744651794
1119729,114596,0.605512261390686
1119729,417078,0.6049436926841736
1119729,982582,0.6036465764045715
1119729,60248,0.6026634573936462
1119729,801843,0.6025545001029968
1119729,990540,0.6014376878738403
1119729,945786,0.5998633503913879
1119729,575210,0.598682701587677
1119729,625909,0.5984331965446472
1119729,124230,0.5975606441497803
1119729,382385,0.5970541834831238
1119729,153764,0.5952764749526978
1119729,608315,0.5926649570465088
1119729,767261,0.5915553569793701
1119729,947766,0.5911273956298828
1119729,391632,0.591106653213501
1119729,917392,0.591064453125
1119729,892708,0.5910354256629944
1119729,982585,0.5894935727119446
1119729,946996,0.5890160202980042
1119729,106581,0.5879111289978027
1119729,947761,0.5865687131881714
1119729,639279,0.5842592716217041
1119729,610131,0.5840607285499573
1119729,858182,0.5836114883422852
1119729,623151,0.583131730556488
1119729,382390,0.5828381776809692
1119729,858183,0.5807821154594421
1119729,349497,0.5807101726531982
1119729,850305,0.5804466009140015
1119729,188315,0.579863965511322
1119729,917395,0.5779208540916443
1119729,340721,0.5764082074165344
1119729,990538,0.576212465763092
1119729,610135,0.5758349299430847
1119729,950841,0.5755409598350525
1119729,991781,0.5747079849243164
