,query,passage,score
0,19335.0,1000959.0,12.0
1,19335.0,97739.0,9.0
2,19335.0,909822.0,9.0
3,19335.0,542347.0,9.0
4,19335.0,491120.0,9.0
5,19335.0,734245.0,8.0
6,19335.0,387427.0,8.0
7,19335.0,1000079.0,8.0
8,19335.0,45696.0,8.0
9,19335.0,775468.0,8.0
10,19335.0,373498.0,7.0
11,19335.0,208011.0,7.0
12,19335.0,37595.0,7.0
13,19335.0,55905.0,7.0
14,19335.0,385859.0,7.0
15,19335.0,996938.0,7.0
16,19335.0,734242.0,7.0
17,19335.0,418065.0,7.0
18,19335.0,430828.0,7.0
19,19335.0,617668.0,7.0
20,19335.0,186957.0,7.0
21,19335.0,332773.0,7.0
22,19335.0,526577.0,7.0
23,19335.0,166425.0,7.0
24,19335.0,317313.0,7.0
25,19335.0,463712.0,7.0
26,19335.0,89938.0,7.0
27,19335.0,949720.0,7.0
28,19335.0,452117.0,7.0
29,19335.0,903639.0,7.0
30,19335.0,36725.0,7.0
31,19335.0,571001.0,7.0
32,19335.0,947067.0,7.0
33,19335.0,20073.0,7.0
34,19335.0,493412.0,7.0
35,19335.0,499216.0,7.0
36,19335.0,1000109.0,7.0
37,19335.0,836259.0,7.0
38,19335.0,582605.0,6.0
39,19335.0,582606.0,6.0
40,19335.0,1002912.0,6.0
41,19335.0,501423.0,6.0
42,19335.0,496355.0,6.0
43,19335.0,1000113.0,6.0
44,19335.0,1002149.0,6.0
45,19335.0,211268.0,6.0
46,19335.0,401950.0,6.0
47,19335.0,923797.0,6.0
48,19335.0,430113.0,6.0
49,19335.0,377688.0,6.0
50,19335.0,547769.0,6.0
51,19335.0,544110.0,6.0
52,19335.0,858581.0,6.0
53,19335.0,17433.0,6.0
54,19335.0,534959.0,6.0
55,19335.0,68421.0,6.0
56,19335.0,68427.0,6.0
57,19335.0,734244.0,6.0
58,19335.0,922873.0,6.0
59,19335.0,415505.0,6.0
60,19335.0,913801.0,6.0
61,19335.0,307188.0,6.0
62,19335.0,745760.0,6.0
63,19335.0,736386.0,6.0
64,19335.0,330241.0,6.0
65,19335.0,467943.0,6.0
66,19335.0,307183.0,6.0
67,19335.0,944108.0,6.0
68,19335.0,119508.0,6.0
69,19335.0,965594.0,6.0
70,19335.0,211277.0,6.0
71,19335.0,582603.0,6.0
72,19335.0,567743.0,6.0
73,19335.0,116440.0,5.0
74,19335.0,572656.0,5.0
75,19335.0,570010.0,5.0
76,19335.0,617270.0,5.0
77,19335.0,607024.0,5.0
78,19335.0,202542.0,5.0
79,19335.0,584350.0,5.0
80,19335.0,608609.0,5.0
81,19335.0,870117.0,5.0
82,19335.0,797349.0,5.0
83,19335.0,210843.0,5.0
84,19335.0,247764.0,5.0
85,19335.0,329678.0,5.0
86,19335.0,736389.0,5.0
87,19335.0,736392.0,5.0
88,19335.0,554424.0,5.0
89,19335.0,521005.0,5.0
90,19335.0,1000087.0,5.0
91,19335.0,1000046.0,5.0
92,19335.0,329672.0,5.0
93,19335.0,677297.0,5.0
94,19335.0,324178.0,5.0
95,19335.0,978229.0,5.0
96,19335.0,338960.0,5.0
97,19335.0,297455.0,5.0
98,19335.0,952696.0,5.0
99,19335.0,736388.0,5.0
100,19335.0,733380.0,5.0
101,19335.0,989392.0,5.0
102,19335.0,989393.0,5.0
103,19335.0,905057.0,5.0
104,19335.0,469975.0,5.0
105,19335.0,1000130.0,5.0
106,19335.0,651614.0,5.0
107,19335.0,481458.0,5.0
108,19335.0,440587.0,5.0
109,19335.0,377685.0,5.0
110,19335.0,582602.0,5.0
111,19335.0,93388.0,5.0
112,19335.0,93371.0,5.0
113,19335.0,172611.0,5.0
114,19335.0,703497.0,5.0
115,19335.0,166423.0,5.0
116,19335.0,350434.0,5.0
117,19335.0,78970.0,5.0
118,19335.0,722761.0,5.0
119,19335.0,718964.0,5.0
120,19335.0,718966.0,5.0
121,19335.0,711765.0,5.0
122,19335.0,377682.0,5.0
123,19335.0,37174.0,5.0
124,19335.0,772232.0,5.0
125,19335.0,767292.0,5.0
126,19335.0,262137.0,5.0
127,19335.0,516611.0,5.0
128,19335.0,114024.0,5.0
129,19335.0,826930.0,4.0
130,19335.0,808002.0,4.0
131,19335.0,828187.0,4.0
132,19335.0,802366.0,4.0
133,19335.0,829264.0,4.0
134,19335.0,797352.0,4.0
135,19335.0,870118.0,4.0
136,19335.0,602432.0,4.0
137,19335.0,602405.0,4.0
138,19335.0,44766.0,4.0
139,19335.0,45692.0,4.0
140,19335.0,7242.0,4.0
141,19335.0,589160.0,4.0
142,19335.0,607460.0,4.0
143,19335.0,104939.0,4.0
144,19335.0,604294.0,4.0
145,19335.0,606492.0,4.0
146,19335.0,605825.0,4.0
147,19335.0,105296.0,4.0
148,19335.0,870895.0,4.0
149,19335.0,598997.0,4.0
150,19335.0,590821.0,4.0
151,19335.0,239921.0,4.0
152,19335.0,240330.0,4.0
153,19335.0,236477.0,4.0
154,19335.0,236090.0,4.0
155,19335.0,236094.0,4.0
156,19335.0,236095.0,4.0
157,19335.0,230714.0,4.0
158,19335.0,230718.0,4.0
159,19335.0,772228.0,4.0
160,19335.0,8554.0,4.0
161,19335.0,211272.0,4.0
162,19335.0,237919.0,4.0
163,19335.0,238498.0,4.0
164,19335.0,44764.0,4.0
165,19335.0,54405.0,4.0
166,19335.0,56230.0,4.0
167,19335.0,790111.0,4.0
168,19335.0,791266.0,4.0
169,19335.0,783581.0,4.0
170,19335.0,771851.0,4.0
171,19335.0,820470.0,4.0
172,19335.0,44006.0,4.0
173,19335.0,42693.0,4.0
174,19335.0,44769.0,4.0
175,19335.0,382331.0,4.0
176,19335.0,384360.0,4.0
177,19335.0,378532.0,4.0
178,19335.0,380824.0,4.0
179,19335.0,381909.0,4.0
180,19335.0,381768.0,4.0
181,19335.0,377684.0,4.0
182,19335.0,722764.0,4.0
183,19335.0,844899.0,4.0
184,19335.0,381643.0,4.0
185,19335.0,366867.0,4.0
186,19335.0,366773.0,4.0
187,19335.0,366774.0,4.0
188,19335.0,366775.0,4.0
189,19335.0,937853.0,4.0
190,19335.0,364008.0,4.0
191,19335.0,76093.0,4.0
192,19335.0,940353.0,4.0
193,19335.0,348584.0,4.0
194,19335.0,350441.0,4.0
195,19335.0,184959.0,4.0
196,19335.0,374592.0,4.0
197,19335.0,368228.0,4.0
198,19335.0,369946.0,4.0
199,19335.0,925398.0,4.0
200,19335.0,406257.0,4.0
201,19335.0,925389.0,4.0
202,19335.0,402778.0,4.0
203,19335.0,166420.0,4.0
204,19335.0,166421.0,4.0
205,19335.0,703362.0,4.0
206,19335.0,708104.0,4.0
207,19335.0,702522.0,4.0
208,19335.0,702524.0,4.0
209,19335.0,702181.0,4.0
210,19335.0,847431.0,4.0
211,19335.0,413013.0,4.0
212,19335.0,398106.0,4.0
213,19335.0,930535.0,4.0
214,19335.0,175860.0,4.0
215,19335.0,80373.0,4.0
216,19335.0,81783.0,4.0
217,19335.0,84706.0,4.0
218,19335.0,377686.0,4.0
219,19335.0,373185.0,4.0
220,19335.0,373569.0,4.0
221,19335.0,172320.0,4.0
222,19335.0,444900.0,4.0
223,19335.0,446404.0,4.0
224,19335.0,440264.0,4.0
225,19335.0,915556.0,4.0
226,19335.0,434931.0,4.0
227,19335.0,434758.0,4.0
228,19335.0,457729.0,4.0
229,19335.0,430109.0,4.0
230,19335.0,430825.0,4.0
231,19335.0,428544.0,4.0
232,19335.0,418158.0,4.0
233,19335.0,162332.0,4.0
234,19335.0,923337.0,4.0
235,19335.0,924461.0,4.0
236,19335.0,698654.0,4.0
237,19335.0,85694.0,4.0
238,19335.0,697225.0,4.0
239,19335.0,849523.0,4.0
240,19335.0,679463.0,4.0
241,19335.0,166426.0,4.0
242,19335.0,923340.0,4.0
243,19335.0,415511.0,4.0
244,19335.0,923794.0,4.0
245,19335.0,923796.0,4.0
246,19335.0,734240.0,4.0
247,19335.0,730320.0,4.0
248,19335.0,724433.0,4.0
249,19335.0,359653.0,4.0
250,19335.0,354507.0,4.0
251,19335.0,736391.0,4.0
252,19335.0,68195.0,4.0
253,19335.0,186453.0,4.0
254,19335.0,978235.0,4.0
255,19335.0,340030.0,4.0
256,19335.0,322092.0,4.0
257,19335.0,317341.0,4.0
258,19335.0,949999.0,4.0
259,19335.0,307182.0,4.0
260,19335.0,467053.0,4.0
261,19335.0,469979.0,4.0
262,19335.0,462952.0,4.0
263,19335.0,462701.0,4.0
264,19335.0,464888.0,4.0
265,19335.0,460609.0,4.0
266,19335.0,669041.0,4.0
267,19335.0,854489.0,4.0
268,19335.0,655148.0,4.0
269,19335.0,654841.0,4.0
270,19335.0,654719.0,4.0
271,19335.0,656212.0,4.0
272,19335.0,150398.0,4.0
273,19335.0,911923.0,4.0
274,19335.0,447703.0,4.0
275,19335.0,449894.0,4.0
276,19335.0,913799.0,4.0
277,19335.0,913800.0,4.0
278,19335.0,458179.0,4.0
279,19335.0,907634.0,4.0
280,19335.0,909971.0,4.0
281,19335.0,453720.0,4.0
282,19335.0,454482.0,4.0
283,19335.0,451256.0,4.0
284,19335.0,451597.0,4.0
285,19335.0,141506.0,4.0
286,19335.0,141508.0,4.0
287,19335.0,488590.0,4.0
288,19335.0,482026.0,4.0
289,19335.0,901981.0,4.0
290,19335.0,478334.0,4.0
291,19335.0,480052.0,4.0
292,19335.0,858579.0,4.0
293,19335.0,858583.0,4.0
294,19335.0,648325.0,4.0
295,19335.0,1000096.0,4.0
296,19335.0,492099.0,4.0
297,19335.0,903643.0,4.0
298,19335.0,903055.0,4.0
299,19335.0,904139.0,4.0
300,19335.0,471248.0,4.0
301,19335.0,460541.0,4.0
302,19335.0,906761.0,4.0
303,19335.0,989388.0,4.0
304,19335.0,147009.0,4.0
305,19335.0,903636.0,4.0
306,19335.0,515292.0,4.0
307,19335.0,516437.0,4.0
308,19335.0,516088.0,4.0
309,19335.0,513449.0,4.0
310,19335.0,509095.0,4.0
311,19335.0,895697.0,4.0
312,19335.0,137341.0,4.0
313,19335.0,92474.0,4.0
314,19335.0,640815.0,4.0
315,19335.0,641375.0,4.0
316,19335.0,642184.0,4.0
317,19335.0,643334.0,4.0
318,19335.0,645865.0,4.0
319,19335.0,638469.0,4.0
320,19335.0,492153.0,4.0
321,19335.0,1000106.0,4.0
322,19335.0,1000069.0,4.0
323,19335.0,1000070.0,4.0
324,19335.0,1000072.0,4.0
325,19335.0,502513.0,4.0
326,19335.0,501588.0,4.0
327,19335.0,497367.0,4.0
328,19335.0,494405.0,4.0
329,19335.0,329673.0,4.0
330,19335.0,190671.0,4.0
331,19335.0,319139.0,4.0
332,19335.0,747776.0,4.0
333,19335.0,837435.0,4.0
334,19335.0,745378.0,4.0
335,19335.0,838776.0,4.0
336,19335.0,839169.0,4.0
337,19335.0,950658.0,4.0
338,19335.0,195010.0,4.0
339,19335.0,300537.0,4.0
340,19335.0,300539.0,4.0
341,19335.0,300540.0,4.0
342,19335.0,300541.0,4.0
343,19335.0,298111.0,4.0
344,19335.0,284842.0,4.0
345,19335.0,284844.0,4.0
346,19335.0,956391.0,4.0
347,19335.0,286626.0,4.0
348,19335.0,284845.0,4.0
349,19335.0,284847.0,4.0
350,19335.0,284042.0,4.0
351,19335.0,284050.0,4.0
352,19335.0,534961.0,4.0
353,19335.0,535876.0,4.0
354,19335.0,533504.0,4.0
355,19335.0,534110.0,4.0
356,19335.0,887519.0,4.0
357,19335.0,530424.0,4.0
358,19335.0,1000002.0,4.0
359,19335.0,1000003.0,4.0
360,19335.0,1000008.0,4.0
361,19335.0,1000009.0,4.0
362,19335.0,1000015.0,4.0
363,19335.0,1000016.0,4.0
364,19335.0,631639.0,4.0
365,19335.0,632187.0,4.0
366,19335.0,132896.0,4.0
367,19335.0,1000089.0,4.0
368,19335.0,1000032.0,4.0
369,19335.0,1000039.0,4.0
370,19335.0,1000047.0,4.0
371,19335.0,1000058.0,4.0
372,19335.0,531040.0,4.0
373,19335.0,130006.0,4.0
374,19335.0,527394.0,4.0
375,19335.0,524171.0,4.0
376,19335.0,523948.0,4.0
377,19335.0,520182.0,4.0
378,19335.0,119289.0,4.0
379,19335.0,994947.0,4.0
380,19335.0,552956.0,4.0
381,19335.0,553020.0,4.0
382,19335.0,553023.0,4.0
383,19335.0,554500.0,4.0
384,19335.0,549544.0,4.0
385,19335.0,620565.0,4.0
386,19335.0,620569.0,4.0
387,19335.0,566655.0,4.0
388,19335.0,118538.0,4.0
389,19335.0,119515.0,4.0
390,19335.0,119517.0,4.0
391,19335.0,545395.0,4.0
392,19335.0,883236.0,4.0
393,19335.0,993676.0,4.0
394,19335.0,627906.0,4.0
395,19335.0,620553.0,4.0
396,19335.0,993986.0,4.0
397,19335.0,122951.0,4.0
398,19335.0,122952.0,4.0
399,19335.0,33245.0,4.0
400,19335.0,549080.0,4.0
401,19335.0,542918.0,4.0
402,19335.0,607027.0,4.0
403,19335.0,585652.0,4.0
404,19335.0,585656.0,4.0
405,19335.0,109316.0,4.0
406,19335.0,110727.0,4.0
407,19335.0,112162.0,4.0
408,19335.0,99293.0,4.0
409,19335.0,998710.0,4.0
410,19335.0,613560.0,4.0
411,19335.0,613897.0,4.0
412,19335.0,611284.0,4.0
413,19335.0,611861.0,4.0
414,19335.0,573201.0,4.0
415,19335.0,572655.0,4.0
416,19335.0,569964.0,4.0
417,19335.0,562416.0,4.0
418,19335.0,549213.0,4.0
419,19335.0,550290.0,4.0
420,19335.0,550295.0,4.0
421,19335.0,113574.0,4.0
422,19335.0,995200.0,4.0
423,19335.0,573458.0,4.0
424,19335.0,273460.0,4.0
425,19335.0,275415.0,4.0
426,19335.0,198474.0,4.0
427,19335.0,291110.0,4.0
428,19335.0,291118.0,4.0
429,19335.0,291084.0,4.0
430,19335.0,291576.0,4.0
431,19335.0,762548.0,4.0
432,19335.0,754708.0,4.0
433,19335.0,1003292.0,4.0
434,19335.0,201231.0,4.0
435,19335.0,201238.0,4.0
436,19335.0,280406.0,4.0
437,19335.0,247957.0,4.0
438,19335.0,244471.0,4.0
439,19335.0,58356.0,4.0
440,19335.0,60743.0,4.0
441,19335.0,769626.0,4.0
442,19335.0,234271.0,4.0
443,19335.0,228552.0,4.0
444,19335.0,256447.0,4.0
445,19335.0,245183.0,4.0
446,19335.0,246692.0,4.0
447,19335.0,247756.0,4.0
448,19335.0,226350.0,4.0
449,19335.0,226353.0,4.0
450,19335.0,224723.0,4.0
451,19335.0,222274.0,4.0
452,19335.0,223329.0,4.0
453,19335.0,223325.0,4.0
454,19335.0,223326.0,4.0
455,19335.0,820413.0,4.0
456,19335.0,223327.0,3.0
457,19335.0,214988.0,3.0
458,19335.0,216479.0,3.0
459,19335.0,29850.0,3.0
460,19335.0,217890.0,3.0
461,19335.0,217885.0,3.0
462,19335.0,224422.0,3.0
463,19335.0,224426.0,3.0
464,19335.0,972233.0,3.0
465,19335.0,220607.0,3.0
466,19335.0,222275.0,3.0
467,19335.0,213658.0,3.0
468,19335.0,970115.0,3.0
469,19335.0,226351.0,3.0
470,19335.0,226354.0,3.0
471,19335.0,971666.0,3.0
472,19335.0,223382.0,3.0
473,19335.0,229436.0,3.0
474,19335.0,229437.0,3.0
475,19335.0,229438.0,3.0
476,19335.0,973552.0,3.0
477,19335.0,211269.0,3.0
478,19335.0,213655.0,3.0
479,19335.0,794611.0,3.0
480,19335.0,795567.0,3.0
481,19335.0,795746.0,3.0
482,19335.0,797608.0,3.0
483,19335.0,1004111.0,3.0
484,19335.0,49871.0,3.0
485,19335.0,828186.0,3.0
486,19335.0,804100.0,3.0
487,19335.0,804812.0,3.0
488,19335.0,7603.0,3.0
489,19335.0,802657.0,3.0
490,19335.0,816230.0,3.0
491,19335.0,815778.0,3.0
492,19335.0,808490.0,3.0
493,19335.0,828204.0,3.0
494,19335.0,828210.0,3.0
495,19335.0,828216.0,3.0
496,19335.0,46969.0,3.0
497,19335.0,46610.0,3.0
498,19335.0,812966.0,3.0
499,19335.0,815670.0,3.0
500,19335.0,870121.0,3.0
501,19335.0,870122.0,3.0
502,19335.0,870124.0,3.0
503,19335.0,602546.0,3.0
504,19335.0,602404.0,3.0
505,19335.0,602191.0,3.0
506,19335.0,605553.0,3.0
507,19335.0,605045.0,3.0
508,19335.0,870119.0,3.0
509,19335.0,102422.0,3.0
510,19335.0,104084.0,3.0
511,19335.0,103383.0,3.0
512,19335.0,104935.0,3.0
513,19335.0,104936.0,3.0
514,19335.0,604116.0,3.0
515,19335.0,604604.0,3.0
516,19335.0,607411.0,3.0
517,19335.0,607174.0,3.0
518,19335.0,608668.0,3.0
519,19335.0,609323.0,3.0
520,19335.0,608643.0,3.0
521,19335.0,99718.0,3.0
522,19335.0,586812.0,3.0
523,19335.0,587790.0,3.0
524,19335.0,872877.0,3.0
525,19335.0,583157.0,3.0
526,19335.0,584354.0,3.0
527,19335.0,584357.0,3.0
528,19335.0,597586.0,3.0
529,19335.0,597587.0,3.0
530,19335.0,597554.0,3.0
531,19335.0,597555.0,3.0
532,19335.0,872124.0,3.0
533,19335.0,590065.0,3.0
534,19335.0,594226.0,3.0
535,19335.0,599539.0,3.0
536,19335.0,600598.0,3.0
537,19335.0,599830.0,3.0
538,19335.0,601243.0,3.0
539,19335.0,601973.0,3.0
540,19335.0,601975.0,3.0
541,19335.0,597612.0,3.0
542,19335.0,997563.0,3.0
543,19335.0,105915.0,3.0
544,19335.0,105300.0,3.0
545,19335.0,107858.0,3.0
546,19335.0,108933.0,3.0
547,19335.0,108939.0,3.0
548,19335.0,582607.0,3.0
549,19335.0,581958.0,3.0
550,19335.0,876325.0,3.0
551,19335.0,579079.0,3.0
552,19335.0,578547.0,3.0
553,19335.0,114027.0,3.0
554,19335.0,874856.0,3.0
555,19335.0,582642.0,3.0
556,19335.0,582598.0,3.0
557,19335.0,582600.0,3.0
558,19335.0,582601.0,3.0
559,19335.0,997386.0,3.0
560,19335.0,110540.0,3.0
561,19335.0,112009.0,3.0
562,19335.0,875701.0,3.0
563,19335.0,583618.0,3.0
564,19335.0,583621.0,3.0
565,19335.0,584724.0,3.0
566,19335.0,584464.0,3.0
567,19335.0,585175.0,3.0
568,19335.0,997490.0,3.0
569,19335.0,607157.0,3.0
570,19335.0,607861.0,3.0
571,19335.0,607862.0,3.0
572,19335.0,607866.0,3.0
573,19335.0,607675.0,3.0
574,19335.0,613538.0,3.0
575,19335.0,614251.0,3.0
576,19335.0,614838.0,3.0
577,19335.0,609470.0,3.0
578,19335.0,610824.0,3.0
579,19335.0,95755.0,3.0
580,19335.0,999062.0,3.0
581,19335.0,998979.0,3.0
582,19335.0,96859.0,3.0
583,19335.0,613536.0,3.0
584,19335.0,616172.0,3.0
585,19335.0,616059.0,3.0
586,19335.0,615795.0,3.0
587,19335.0,617269.0,3.0
588,19335.0,617271.0,3.0
589,19335.0,617273.0,3.0
590,19335.0,617275.0,3.0
591,19335.0,569244.0,3.0
592,19335.0,878340.0,3.0
593,19335.0,879713.0,3.0
594,19335.0,563097.0,3.0
595,19335.0,564268.0,3.0
596,19335.0,573090.0,3.0
597,19335.0,567427.0,3.0
598,19335.0,878989.0,3.0
599,19335.0,567753.0,3.0
600,19335.0,573527.0,3.0
601,19335.0,574975.0,3.0
602,19335.0,576363.0,3.0
603,19335.0,571928.0,3.0
604,19335.0,571754.0,3.0
605,19335.0,573278.0,3.0
606,19335.0,116319.0,3.0
607,19335.0,117089.0,3.0
608,19335.0,995772.0,3.0
609,19335.0,995240.0,3.0
610,19335.0,573525.0,3.0
