,query,passage,score
0,19335,1958103,0.743920087814331
1,19335,4510384,0.7256689667701721
2,19335,441844,0.7181016206741333
3,19335,2046505,0.6907442808151245
4,19335,8199361,0.6851680874824524
5,19335,8412682,0.6710002422332764
6,19335,342431,0.6561674475669861
7,19335,3212083,0.6529785394668579
8,19335,7367402,0.628959596157074
9,19335,527692,0.6278499364852905
10,19335,1958102,0.62740558385849
11,19335,7267243,0.6268096566200256
12,19335,527697,0.6216776967048645
13,19335,3045567,0.6162535548210144
14,19335,8412683,0.6117242574691772
15,19335,210535,0.6046294569969177
16,19335,300888,0.6014960408210754
17,19335,527690,0.600214421749115
18,19335,7267248,0.6000402569770813
19,19335,8412681,0.5992813110351562
20,19335,7320614,0.5990732312202454
21,19335,2325143,0.5978901386260986
22,19335,210536,0.590094268321991
23,19335,8798988,0.5894479155540466
24,19335,527695,0.5838462710380554
25,19335,7763208,0.5786566734313965
26,19335,3045565,0.5716646313667297
27,19335,7298839,0.5685147047042847
28,19335,859341,0.5619508028030396
29,19335,527698,0.5539061427116394
30,19335,492146,0.5526978969573975
31,19335,7122355,0.550959050655365
32,19335,567427,0.5497434735298157
33,19335,7367407,0.5487987399101257
34,19335,342429,0.5474089980125427
35,19335,8677296,0.5442644357681274
36,19335,1825418,0.5440847277641296
37,19335,6452949,0.5421177744865417
38,19335,584350,0.5411738157272339
39,19335,1720388,0.5388880372047424
40,19335,3637071,0.5364094376564026
41,19335,6306222,0.5351707339286804
42,19335,1720389,0.5349685549736023
43,19335,6306220,0.5341576933860779
44,19335,8635981,0.5297684073448181
45,19335,503739,0.5286267399787903
46,19335,354224,0.5281991362571716
47,19335,503735,0.5266020894050598
48,19335,7007720,0.5246615409851074
49,19335,772234,0.5241406559944153
50,19335,1731,0.5239056944847107
51,19335,691496,0.5231232643127441
52,19335,3559596,0.5209364295005798
53,19335,5870000,0.5206174254417419
54,19335,129769,0.5197873115539551
55,19335,129765,0.5185189843177795
56,19335,6582809,0.5183793306350708
57,19335,1725,0.5182795524597168
58,19335,2304004,0.517820417881012
59,19335,1720387,0.5158888697624207
60,19335,342427,0.5148765444755554
61,19335,3445057,0.5144002437591553
62,19335,129762,0.5140158534049988
63,19335,211275,0.5139247179031372
64,19335,808453,0.5090082287788391
65,19335,691500,0.5081833004951477
66,19335,1720395,0.5079914331436157
67,19335,129764,0.5069572329521179
68,19335,1958100,0.5068413019180298
69,19335,2874503,0.5034858584403992
70,19335,256750,0.5033560991287231
71,19335,2382766,0.5026629567146301
72,19335,2304005,0.502617597579956
73,19335,527689,0.500939130783081
74,19335,584358,0.49829497933387756
75,19335,712806,0.49760013818740845
76,19335,4480942,0.49323052167892456
77,19335,763108,0.4923965334892273
78,19335,7460276,0.49210286140441895
79,19335,7298833,0.4916911721229553
80,19335,3175484,0.4904733896255493
81,19335,440370,0.4904094636440277
82,19335,133933,0.49005040526390076
83,19335,527694,0.4897422790527344
84,19335,8798990,0.48974141478538513
85,19335,492153,0.48944592475891113
86,19335,859347,0.48934611678123474
87,19335,1231806,0.48925191164016724
88,19335,723850,0.48846235871315
89,19335,152032,0.48676255345344543
90,19335,7961908,0.48656249046325684
91,19335,2186129,0.48643675446510315
